MGA,Full policy number,Policy Effective Date,Policy Expiration Date,Insured Name,Insured Address,Insured City,Insured State,Insured Zip,Transaction Effective Date,Transaction Expiration Date,Premium,Commission amount,Book or Process Date,Policy Type,Transaction Type,Primary/Excess Indicator,Attachment Point,CM/Occ Indicator,Risk/Location Address,Risk/Location State,Risk/Location Zip,Exposure Type,Policy Occurrence Limit,Policy Aggregate Limit,Policy Event Number,Carrier %,Broker/Agent,Broker/Agent Address,Broker/Agent City,Broker/Agent State,Broker/Agent Zip,Vehicle Number,Vehicle Type,Radius Of Use,Gross Vehicle Weight,Vehicle Make,Vehicle Model,Model Year,Vehicle Identification Number,Specialized Vehicle Type,"Vehicle Number of Seats, Seating Capacity"
Daniel Abrahamsen,ASC-7563080-00,2023-08-09,2024-08-09,MA TRUCKING INC,4652 MORNING BROOK LN,TRACY,CA,95377,2023-10-25,2024-08-09,-208.87,-36.55,2023-10-25,Cancellation,CN,Primary,0.0,Occurrence,4652 MORNING BROOK LN,CA,95377,,1000000.0,"$2,000,000",ASC-7563080-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR8KSJZ3467,Truck,1.434,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2019.0,3AKJHHDR8KSJZ3467,Truck,1-8
Daniel Abrahamsen,ASC-1479166-00,2023-08-11,2024-08-11,L & E DEFINES TRANSPORTATION LLC,PO BOX 728,OXFORD,FL,34484,2023-10-02,2024-08-11,-11212.58,-1962.2,2023-10-02,Cancellation,CN,Primary,0.0,Occurrence,877 COUNTY ROAD 222,FL,34484,,1000000.0,"$2,000,000",ASC-1479166-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUPCDZB8XPA09852,Truck,0.83,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CLASSIC,2003.0,1FUPCDZB8XPA09852,Truck,1-8
Daniel Abrahamsen,ASC-1479166-00,2023-08-11,2024-08-11,L & E DEFINES TRANSPORTATION LLC,PO BOX 728,OXFORD,FL,34484,2023-10-02,2024-08-11,-333.03,-58.28,2023-10-02,Cancellation,CN,Primary,0.0,Occurrence,877 COUNTY ROAD 222,FL,34484,,1000000.0,"$2,000,000",ASC-1479166-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUPCDZB8XPA09852,Truck,0.83,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CLASSIC,2003.0,1FUPCDZB8XPA09852,Truck,1-8
Daniel Abrahamsen,ASC-1479166-00,2023-08-11,2024-08-11,L & E DEFINES TRANSPORTATION LLC,PO BOX 728,OXFORD,FL,34484,2023-10-02,2024-08-11,0,0.0,2023-10-02,Cancellation,CN,Primary,0.0,Occurrence,877 COUNTY ROAD 222,FL,34484,,1000000.0,"$2,000,000",ASC-1479166-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUPCDZB8XPA09852,Truck,0.83,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CLASSIC,2003.0,1FUPCDZB8XPA09852,Truck,1-8
Daniel Abrahamsen,ASC-1479166-00,2023-08-11,2024-08-11,L & E DEFINES TRANSPORTATION LLC,PO BOX 728,OXFORD,FL,34484,2023-10-02,2024-08-11,0,0.0,2023-10-02,Cancellation,CN,Primary,0.0,Occurrence,877 COUNTY ROAD 222,FL,34484,,1000000.0,"$2,000,000",ASC-1479166-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUPCDZB8XPA09852,Truck,0.83,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CLASSIC,2003.0,1FUPCDZB8XPA09852,Truck,1-8
Daniel Abrahamsen,ASC-2577915-00,2023-08-11,2024-08-11,PEDRO GARCIA,13821 HOLLYWOOD DR,El Paso,TX,79928,2023-10-02,2024-08-11,-5526.29,-967.1,2023-10-02,Cancellation,CN,Primary,0.0,Occurrence,13821 HOLLYWOOD DR,TX,79928,,1000000.0,"$2,000,000",ASC-2577915-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FD8W3HT4EEA34613,Truck,0.8975,"Medium Trucks (10,000 - 20,000)",FORD,F350,2014.0,1FD8W3HT4EEA34613,Truck,1-8
Daniel Abrahamsen,ASC-2577915-00,2023-08-11,2024-08-11,PEDRO GARCIA,13821 HOLLYWOOD DR,El Paso,TX,79928,2023-10-02,2024-08-11,0,0.0,2023-10-02,Cancellation,CN,Primary,0.0,Occurrence,13821 HOLLYWOOD DR,TX,79928,,1000000.0,"$2,000,000",ASC-2577915-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FD8W3HT4EEA34613,Truck,0.8975,"Medium Trucks (10,000 - 20,000)",FORD,F350,2014.0,1FD8W3HT4EEA34613,Truck,1-8
Daniel Abrahamsen,ASC-2577915-00,2023-08-11,2024-08-11,PEDRO GARCIA,13821 HOLLYWOOD DR,El Paso,TX,79928,2023-10-02,2024-08-11,-61.06,-10.69,2023-10-02,Cancellation,CN,Primary,0.0,Occurrence,13821 HOLLYWOOD DR,TX,79928,,1000000.0,"$2,000,000",ASC-2577915-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FD8W3HT4EEA34613,Truck,0.8975,"Medium Trucks (10,000 - 20,000)",FORD,F350,2014.0,1FD8W3HT4EEA34613,Truck,1-8
Daniel Abrahamsen,ASC-2577915-00,2023-08-11,2024-08-11,PEDRO GARCIA,13821 HOLLYWOOD DR,El Paso,TX,79928,2023-10-02,2024-08-11,0,0.0,2023-10-02,Cancellation,CN,Primary,0.0,Occurrence,13821 HOLLYWOOD DR,TX,79928,,1000000.0,"$2,000,000",ASC-2577915-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FD8W3HT4EEA34613,Truck,0.8975,"Medium Trucks (10,000 - 20,000)",FORD,F350,2014.0,1FD8W3HT4EEA34613,Truck,1-8
Daniel Abrahamsen,ASC-9552477-00,2023-08-29,2024-08-29,CR7 TRANS INC,2611 Apple Tree Way,Gilroy,CA,95020,2023-10-05,2024-08-29,-7966.09,-1394.07,2023-10-05,Cancellation,CN,Primary,0.0,Occurrence,2611 Apple Tree Way,CA,95020,,1000000.0,"$2,000,000",ASC-9552477-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XPBD49X7HD409703,Truck,1.378,"Heavy Trucks (20,000 - 45,000)",PETERBILT,579,2017.0,1XPBD49X7HD409703,Truck,1-8
Daniel Abrahamsen,ASC-9552477-00,2023-08-29,2024-08-29,CR7 TRANS INC,2611 Apple Tree Way,Gilroy,CA,95020,2023-10-05,2024-08-29,0,0.0,2023-10-05,Cancellation,CN,Primary,0.0,Occurrence,2611 Apple Tree Way,CA,95020,,1000000.0,"$2,000,000",ASC-9552477-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XPBD49X7HD409703,Truck,1.378,"Heavy Trucks (20,000 - 45,000)",PETERBILT,579,2017.0,1XPBD49X7HD409703,Truck,1-8
Daniel Abrahamsen,ASC-9552477-00,2023-08-29,2024-08-29,CR7 TRANS INC,2611 Apple Tree Way,Gilroy,CA,95020,2023-10-05,2024-08-29,-19.15,-3.35,2023-10-05,Cancellation,CN,Primary,0.0,Occurrence,2611 Apple Tree Way,CA,95020,,1000000.0,"$2,000,000",ASC-9552477-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XPBD49X7HD409703,Truck,1.378,"Heavy Trucks (20,000 - 45,000)",PETERBILT,579,2017.0,1XPBD49X7HD409703,Truck,1-8
Daniel Abrahamsen,ASC-9552477-00,2023-08-29,2024-08-29,CR7 TRANS INC,2611 Apple Tree Way,Gilroy,CA,95020,2023-10-05,2024-08-29,-250.38,-43.82,2023-10-05,Cancellation,CN,Primary,0.0,Occurrence,2611 Apple Tree Way,CA,95020,,1000000.0,"$2,000,000",ASC-9552477-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XPBD49X7HD409703,Truck,1.378,"Heavy Trucks (20,000 - 45,000)",PETERBILT,579,2017.0,1XPBD49X7HD409703,Truck,1-8
Daniel Abrahamsen,ASC-4124782-00,2023-08-19,2024-08-19,BBT HOTSHOT SERVICES & TRANSPORTATION LLC,22517 GRAN SASSO DR,NEW CANEY,TX,77357,2023-10-03,2024-08-19,-13986,-2447.55,2023-10-03,Cancellation,CN,Primary,0.0,Occurrence,22517 GRAN SASSO DR,TX,77357,,1000000.0,"$2,000,000",ASC-4124782-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3C6UR5CL5KG719759,Truck,1.533,"Medium Trucks (10,000 - 20,000)",RAM,2500,2019.0,3C6UR5CL5KG719759,Truck,1-8
Daniel Abrahamsen,ASC-4124782-00,2023-08-19,2024-08-19,BBT HOTSHOT SERVICES & TRANSPORTATION LLC,22517 GRAN SASSO DR,NEW CANEY,TX,77357,2023-10-03,2024-08-19,-363.76,-63.66,2023-10-03,Cancellation,CN,Primary,0.0,Occurrence,22517 GRAN SASSO DR,TX,77357,,1000000.0,"$2,000,000",ASC-4124782-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3C6UR5CL5KG719759,Truck,1.533,"Medium Trucks (10,000 - 20,000)",RAM,2500,2019.0,3C6UR5CL5KG719759,Truck,1-8
Daniel Abrahamsen,ASC-4124782-00,2023-08-19,2024-08-19,BBT HOTSHOT SERVICES & TRANSPORTATION LLC,22517 GRAN SASSO DR,NEW CANEY,TX,77357,2023-10-03,2024-08-19,-158.32,-27.71,2023-10-03,Cancellation,CN,Primary,0.0,Occurrence,22517 GRAN SASSO DR,TX,77357,,1000000.0,"$2,000,000",ASC-4124782-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3C6UR5CL5KG719759,Truck,1.533,"Medium Trucks (10,000 - 20,000)",RAM,2500,2019.0,3C6UR5CL5KG719759,Truck,1-8
Daniel Abrahamsen,ASC-4124782-00,2023-08-19,2024-08-19,BBT HOTSHOT SERVICES & TRANSPORTATION LLC,22517 GRAN SASSO DR,NEW CANEY,TX,77357,2023-10-03,2024-08-19,0,0.0,2023-10-03,Cancellation,CN,Primary,0.0,Occurrence,22517 GRAN SASSO DR,TX,77357,,1000000.0,"$2,000,000",ASC-4124782-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3C6UR5CL5KG719759,Truck,1.533,"Medium Trucks (10,000 - 20,000)",RAM,2500,2019.0,3C6UR5CL5KG719759,Truck,1-8
Daniel Abrahamsen,ASC-7936712-00,2023-08-11,2024-08-11,JLS SHIPPING LLC,2330 SCENIC HWY S STE 816,Snellville,GA,30078,2023-10-18,2024-08-11,4868.05,851.91,2023-10-18,Endorsement,EN,Primary,0.0,Occurrence,2330 SCENIC HWY S STE 816,GA,30078,,1000000.0,"$2,000,000",ASC-7936712-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3ALACWFCXJDJL8139,Truck,1.633,"Medium Trucks (10,000 - 20,000)",Freightliner,M2,2018.0,3ALACWFCXJDJL8139,Truck,1-8
Daniel Abrahamsen,ASC-7936712-00,2023-08-11,2024-08-11,JLS SHIPPING LLC,2330 SCENIC HWY S STE 816,Snellville,GA,30078,2023-10-18,2024-08-11,0,0.0,2023-10-18,Endorsement,EN,Primary,0.0,Occurrence,2330 SCENIC HWY S STE 816,GA,30078,,1000000.0,"$2,000,000",ASC-7936712-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3ALACWFCXJDJL8139,Truck,1.633,"Medium Trucks (10,000 - 20,000)",Freightliner,M2,2018.0,3ALACWFCXJDJL8139,Truck,1-8
Daniel Abrahamsen,ASC-7936712-00,2023-08-11,2024-08-11,JLS SHIPPING LLC,2330 SCENIC HWY S STE 816,Snellville,GA,30078,2023-10-18,2024-08-11,-191.61,-33.53,2023-10-18,Endorsement,EN,Primary,0.0,Occurrence,2330 SCENIC HWY S STE 816,GA,30078,,1000000.0,"$2,000,000",ASC-7936712-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3ALACWFCXJDJL8139,Truck,1.633,"Medium Trucks (10,000 - 20,000)",Freightliner,M2,2018.0,3ALACWFCXJDJL8139,Truck,1-8
Daniel Abrahamsen,ASC-7936712-00,2023-08-11,2024-08-11,JLS SHIPPING LLC,2330 SCENIC HWY S STE 816,Snellville,GA,30078,2023-10-18,2024-08-11,0,0.0,2023-10-18,Endorsement,EN,Primary,0.0,Occurrence,2330 SCENIC HWY S STE 816,GA,30078,,1000000.0,"$2,000,000",ASC-7936712-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3ALACWFCXJDJL8139,Truck,1.633,"Medium Trucks (10,000 - 20,000)",Freightliner,M2,2018.0,3ALACWFCXJDJL8139,Truck,1-8
Daniel Abrahamsen,ASC-7010799-00,2023-08-22,2024-08-22,LALANNE LOGISTICS LLC,7726 WINEGARD RD 2ND FLOOR,ORLANDO,FL,32809,2023-10-11,2024-08-22,-11737.97,-2054.14,2023-10-11,Cancellation,CN,Primary,0.0,Occurrence,7726 WINEGARD RD 2ND FLOOR,FL,32809,,750000.0,"$2,000,000",ASC-7010799-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1HTMMAAL5FH575082,Truck,1.2925,"Medium Trucks (10,000 - 20,000)",INT'L,4300M7,2015.0,1HTMMAAL5FH575082,Truck,1-8
Daniel Abrahamsen,ASC-7010799-00,2023-08-22,2024-08-22,LALANNE LOGISTICS LLC,7726 WINEGARD RD 2ND FLOOR,ORLANDO,FL,32809,2023-10-11,2024-08-22,-437.92,-76.64,2023-10-11,Cancellation,CN,Primary,0.0,Occurrence,7726 WINEGARD RD 2ND FLOOR,FL,32809,,750000.0,"$2,000,000",ASC-7010799-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1HTMMAAL5FH575082,Truck,1.2925,"Medium Trucks (10,000 - 20,000)",INT'L,4300M7,2015.0,1HTMMAAL5FH575082,Truck,1-8
Daniel Abrahamsen,ASC-7010799-00,2023-08-22,2024-08-22,LALANNE LOGISTICS LLC,7726 WINEGARD RD 2ND FLOOR,ORLANDO,FL,32809,2023-10-11,2024-08-22,0,0.0,2023-10-11,Cancellation,CN,Primary,0.0,Occurrence,7726 WINEGARD RD 2ND FLOOR,FL,32809,,750000.0,"$2,000,000",ASC-7010799-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1HTMMAAL5FH575082,Truck,1.2925,"Medium Trucks (10,000 - 20,000)",INT'L,4300M7,2015.0,1HTMMAAL5FH575082,Truck,1-8
Daniel Abrahamsen,ASC-7010799-00,2023-08-22,2024-08-22,LALANNE LOGISTICS LLC,7726 WINEGARD RD 2ND FLOOR,ORLANDO,FL,32809,2023-10-11,2024-08-22,-386.74,-67.68,2023-10-11,Cancellation,CN,Primary,0.0,Occurrence,7726 WINEGARD RD 2ND FLOOR,FL,32809,,750000.0,"$2,000,000",ASC-7010799-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1HTMMAAL5FH575082,Truck,1.2925,"Medium Trucks (10,000 - 20,000)",INT'L,4300M7,2015.0,1HTMMAAL5FH575082,Truck,1-8
Daniel Abrahamsen,ASC-4157383-00,2023-08-24,2024-08-24,THE OILPATCH TRANSPORT LLC,813 Peggy Drive,Whitehouse,TX,75791,2023-10-23,2024-08-24,-7565.77,-1324.01,2023-10-23,Cancellation,CN,Primary,0.0,Occurrence,813 Peggy Drive,TX,75791,,1000000.0,"$2,000,000",ASC-4157383-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3C6UR5FL2JG258305,Truck,1.535,"Medium Trucks (10,000 - 20,000)",RAM,2500,2018.0,3C6UR5FL2JG258305,Truck,1-8
Daniel Abrahamsen,ASC-4157383-00,2023-08-24,2024-08-24,THE OILPATCH TRANSPORT LLC,813 Peggy Drive,Whitehouse,TX,75791,2023-10-23,2024-08-24,0,0.0,2023-10-23,Cancellation,CN,Primary,0.0,Occurrence,813 Peggy Drive,TX,75791,,1000000.0,"$2,000,000",ASC-4157383-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3C6UR5FL2JG258305,Truck,1.535,"Medium Trucks (10,000 - 20,000)",RAM,2500,2018.0,3C6UR5FL2JG258305,Truck,1-8
Daniel Abrahamsen,ASC-4157383-00,2023-08-24,2024-08-24,THE OILPATCH TRANSPORT LLC,813 Peggy Drive,Whitehouse,TX,75791,2023-10-23,2024-08-24,-90.33,-15.81,2023-10-23,Cancellation,CN,Primary,0.0,Occurrence,813 Peggy Drive,TX,75791,,1000000.0,"$2,000,000",ASC-4157383-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3C6UR5FL2JG258305,Truck,1.535,"Medium Trucks (10,000 - 20,000)",RAM,2500,2018.0,3C6UR5FL2JG258305,Truck,1-8
Daniel Abrahamsen,ASC-4157383-00,2023-08-24,2024-08-24,THE OILPATCH TRANSPORT LLC,813 Peggy Drive,Whitehouse,TX,75791,2023-10-23,2024-08-24,-721.65,-126.29,2023-10-23,Cancellation,CN,Primary,0.0,Occurrence,813 Peggy Drive,TX,75791,,1000000.0,"$2,000,000",ASC-4157383-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3C6UR5FL2JG258305,Truck,1.535,"Medium Trucks (10,000 - 20,000)",RAM,2500,2018.0,3C6UR5FL2JG258305,Truck,1-8
Daniel Abrahamsen,ASC-1113117-00,2023-08-24,2024-08-24,D SPIDER TRANSPORT LLC,216 MADRID AVE,BLOOMSBURG,PA,17815-3143,2023-10-16,2024-08-24," $3,420.76 ",598.63,2023-10-16,Endorsement,EN,Primary,0.0,Occurrence,216 MADRID AVE,PA,17815-3143,,1000000.0,"$2,000,000",ASC-1113117-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3C6UR5FL5JG371228,Truck,0.85,"Medium Trucks (10,000 - 20,000)",RAM,2500,2018.0,3C6UR5FL5JG371228,Truck,1-8
Daniel Abrahamsen,ASC-1113117-00,2023-08-24,2024-08-24,D SPIDER TRANSPORT LLC,216 MADRID AVE,BLOOMSBURG,PA,17815-3143,2023-10-16,2024-08-24, $(85.52),-14.97,2023-10-16,Endorsement,EN,Primary,0.0,Occurrence,216 MADRID AVE,PA,17815-3143,,1000000.0,"$2,000,000",ASC-1113117-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3C6UR5FL5JG371228,Truck,0.85,"Medium Trucks (10,000 - 20,000)",RAM,2500,2018.0,3C6UR5FL5JG371228,Truck,1-8
Daniel Abrahamsen,ASC-1113117-00,2023-08-24,2024-08-24,D SPIDER TRANSPORT LLC,216 MADRID AVE,BLOOMSBURG,PA,17815-3143,2023-10-16,2024-08-24, $-   ,0.0,2023-10-16,Endorsement,EN,Primary,0.0,Occurrence,216 MADRID AVE,PA,17815-3143,,1000000.0,"$2,000,000",ASC-1113117-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3C6UR5FL5JG371228,Truck,0.85,"Medium Trucks (10,000 - 20,000)",RAM,2500,2018.0,3C6UR5FL5JG371228,Truck,1-8
Daniel Abrahamsen,ASC-1113117-00,2023-08-24,2024-08-24,D SPIDER TRANSPORT LLC,216 MADRID AVE,BLOOMSBURG,PA,17815-3143,2023-10-16,2024-08-24, $-   ,0.0,2023-10-16,Endorsement,EN,Primary,0.0,Occurrence,216 MADRID AVE,PA,17815-3143,,1000000.0,"$2,000,000",ASC-1113117-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3C6UR5FL5JG371228,Truck,0.85,"Medium Trucks (10,000 - 20,000)",RAM,2500,2018.0,3C6UR5FL5JG371228,Truck,1-8
Daniel Abrahamsen,ASC-1696092-00,2023-09-09,2024-09-09,AMIT SINGH,6850 W OAK  AVE,FRESNO,CA,93722,2023-10-09,2024-09-09,0,0.0,2023-10-09,Endorsement,EN,Primary,0.0,Occurrence,6850 W OAK  AVE,CA,93722,2.0,1000000.0,"$2,000,000",ASC-1696092-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XKYD49X7NJ494829,Truck,1.615,"Extra Heavy Trucks (45,001+)",KENWORTH,T680,2022.0,1XKYD49X7NJ494829,Truck,1-8
Daniel Abrahamsen,ASC-1696092-00,2023-09-09,2024-09-09,AMIT SINGH,6850 W OAK  AVE,FRESNO,CA,93722,2023-10-09,2024-09-09,0,0.0,2023-10-09,Endorsement,EN,Primary,0.0,Occurrence,6850 W OAK  AVE,CA,93722,2.0,1000000.0,"$2,000,000",ASC-1696092-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XKYD49X7NJ494829,Truck,1.615,"Extra Heavy Trucks (45,001+)",KENWORTH,T680,2022.0,1XKYD49X7NJ494829,Truck,1-8
Daniel Abrahamsen,ASC-1696092-00,2023-09-09,2024-09-09,AMIT SINGH,6850 W OAK  AVE,FRESNO,CA,93722,2023-10-09,2024-09-09,0,0.0,2023-10-09,Endorsement,EN,Primary,0.0,Occurrence,6850 W OAK  AVE,CA,93722,2.0,1000000.0,"$2,000,000",ASC-1696092-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XKYD49X7NJ494829,Truck,1.615,"Extra Heavy Trucks (45,001+)",KENWORTH,T680,2022.0,1XKYD49X7NJ494829,Truck,1-8
Daniel Abrahamsen,ASC-1696092-00,2023-09-09,2024-09-09,AMIT SINGH,6850 W OAK  AVE,FRESNO,CA,93722,2023-10-09,2024-09-09,0,0.0,2023-10-09,Endorsement,EN,Primary,0.0,Occurrence,6850 W OAK  AVE,CA,93722,2.0,1000000.0,"$2,000,000",ASC-1696092-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XKYD49X7NJ494829,Truck,1.615,"Extra Heavy Trucks (45,001+)",KENWORTH,T680,2022.0,1XKYD49X7NJ494829,Truck,1-8
Daniel Abrahamsen,ASC-1696092-00,2023-09-09,2024-09-09,AMIT SINGH,6850 W OAK  AVE,FRESNO,CA,93722,2023-10-09,2024-09-09,0,0.0,2023-10-09,Endorsement,EN,Primary,0.0,Occurrence,6850 W OAK  AVE,CA,93722,2.0,1000000.0,"$2,000,000",ASC-1696092-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR3LSLR4856,Truck,1.615,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2020.0,3AKJHHDR3LSLR4856,Truck,1-8
Daniel Abrahamsen,ASC-1696092-00,2023-09-09,2024-09-09,AMIT SINGH,6850 W OAK  AVE,FRESNO,CA,93722,2023-10-09,2024-09-09,0,0.0,2023-10-09,Endorsement,EN,Primary,0.0,Occurrence,6850 W OAK  AVE,CA,93722,2.0,1000000.0,"$2,000,000",ASC-1696092-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR3LSLR4856,Truck,1.615,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2020.0,3AKJHHDR3LSLR4856,Truck,1-8
Daniel Abrahamsen,ASC-1696092-00,2023-09-09,2024-09-09,AMIT SINGH,6850 W OAK  AVE,FRESNO,CA,93722,2023-10-09,2024-09-09,0,0.0,2023-10-09,Endorsement,EN,Primary,0.0,Occurrence,6850 W OAK  AVE,CA,93722,2.0,1000000.0,"$2,000,000",ASC-1696092-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR3LSLR4856,Truck,1.615,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2020.0,3AKJHHDR3LSLR4856,Truck,1-8
Daniel Abrahamsen,ASC-1696092-00,2023-09-09,2024-09-09,AMIT SINGH,6850 W OAK  AVE,FRESNO,CA,93722,2023-10-09,2024-09-09,0,0.0,2023-10-09,Endorsement,EN,Primary,0.0,Occurrence,6850 W OAK  AVE,CA,93722,2.0,1000000.0,"$2,000,000",ASC-1696092-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR3LSLR4856,Truck,1.615,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2020.0,3AKJHHDR3LSLR4856,Truck,1-8
Daniel Abrahamsen,ASC-8988327-00,2023-08-28,2024-08-28,F & S Freightway Inc,6900 Mauna Loa Way,Stockton,CA,95219,2023-08-28,2024-08-28,-11781.63,-2061.79,2023-08-28,Cancellation,CN,Primary,0.0,Occurrence,6900 Mauna Loa Way,CA,95219,,1000000.0,"$2,000,000",ASC-8988327-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR9KSJL3942,Truck,1.503,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2019.0,3AKJHHDR9KSJL3942,Truck,1-8
Daniel Abrahamsen,ASC-8988327-00,2023-08-28,2024-08-28,F & S Freightway Inc,6900 Mauna Loa Way,Stockton,CA,95219,2023-08-28,2024-08-28,0,0.0,2023-08-28,Cancellation,CN,Primary,0.0,Occurrence,6900 Mauna Loa Way,CA,95219,,1000000.0,"$2,000,000",ASC-8988327-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR9KSJL3942,Truck,1.503,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2019.0,3AKJHHDR9KSJL3942,Truck,1-8
Daniel Abrahamsen,ASC-8988327-00,2023-08-28,2024-08-28,F & S Freightway Inc,6900 Mauna Loa Way,Stockton,CA,95219,2023-08-28,2024-08-28,-17.58,-3.08,2023-08-28,Cancellation,CN,Primary,0.0,Occurrence,6900 Mauna Loa Way,CA,95219,,1000000.0,"$2,000,000",ASC-8988327-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR9KSJL3942,Truck,1.503,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2019.0,3AKJHHDR9KSJL3942,Truck,1-8
